CompanyName,CompanyType,Programme,RefDate,Sector
ASIAFLEX PRODUCTS SDN BHD,MNC,STAR,25/6/2013,"Oil, Gas & Energy (OGE)"
ASIANA TECH SDN BHD,,STAR,10/8/2016,
ASTRAZENECA ASIA PACIFIC BUSINESS SERVICES SDN BHD,,STAR,9/12/2013,Financial Services
ASTRAMINA ADVISORY SDN BHD,SME,STAR,26/8/2018,Financial Services
ASTRO MALAYSIA HOLDINGS SDN BHD,Others,STAR,14/3/2012,
ASUMA TRAVEL SDN BHD,SME,STAR,3/3/2020,Tourism
ATMOS MEDIZINTECHNIK ASIA SDN BHD,MNC,STAR,26/7/2016,Healthcare
ATOTECH (MALAYSIA) SDN BHD,MNC,STAR,3/9/2014,
ATRIA ARCHITECTS SDN BHD,,STAR,7/4/2014,
ATUR TRAFIK SDN BHD,Others,STAR,29/3/2014,
AU KIM TEE,SME,STAR,3/12/2020,
AURORA CBD VENTURE,SME,STAR,21/2/2019,Healthcare
AUTHOR INTELLECTUAL PROPERTY (IP),,STAR,20/6/2014,
AVAGO TECHNOLOGIES MALAYSIA,MNC,STAR,12/9/2011,E&E
AVANADE MALAYSIA SDN BHD,MNC,STAR,12/7/2019,
AVERIS SDN BHD,,STAR,7/4/2014,
AWAN ASET SDN BHD,Others,STAR,30/10/2017,
AXIALHEALTH PHARMACY SDN BHD,SME,STAR,3/11/2021,Healthcare
AXIATA GROUP BHD,GLC,STAR,28/3/2018,
AXRAIL SDN BHD,SME,STAR,2/3/2022,
AZ-ZAHRAH ISLAMIC MEDICAL CENTRE,,STAR,7/4/2014,
AZHAR NORIZA ZAINUDDIN,,STAR,8/5/2014,
AZIZ DARMAWI ARCHITECT,,STAR,4/11/2015,
AZMAN HAMZAH PLASTIK SDN BHD,,STAR,18/4/2014,
AZMI & ASSOCIATES,Others,STAR,1/10/2012,
B EXCELLE SDN BHD,SME,STAR,14/9/2017,
B. BRAUN MEDICAL INDUSTRIES,MNC,STAR,8/4/2013,Healthcare
B. P. CLINICAL LAB. SDN BHD,Others,STAR,16/7/2019,Healthcare
B2BE GSS SDN BHD,MNC,STAR,7/3/2016,
BAGAN SPECIALIST CENTRE SDN BHD,SME,STAR,7/1/2020,Healthcare
BAGUS BAZAAR SDN BHD,,STAR,25/5/2016,
BAGUS MARKETING SDN BHD,,STAR,16/3/2016,
BAHAGIA FARMASI SDN BHD,Others,STAR,4/10/2016,Healthcare
BAKER HUGHES (MALAYSIA) SDN BHD,MNC,STAR,14/7/2014,"Oil, Gas & Energy (OGE)"
BAN DUNG PALM OIL INDUSTRIES SDN BHD,Others,STAR,7/2/2017,
BANDAI NAMCO STUDIOS MALAYSIA SDN BHD,MNC,STAR,9/7/2021,
BANDOH (M) SDN BHD,,STAR,29/12/2015,
BANK PEMBANGUNAN MALAYSIA BHD,,STAR,30/9/2015,
BANK PERTANIAN MALAYSIA BHD (AGROBANK),GLC,STAR,20/11/2012,Financial Services
BARDOT ASIAPACIFIC SDN BHD,MNC,STAR,19/8/2015,"Oil, Gas & Energy (OGE)"
BASF ASIA-PACIFIC SERVICE CENTRE,MNC,STAR,25/10/2011,
BASF PETRONAS CHEMICALS SDN BHD,Others,STAR,29/10/2014,
BASS SDN BHD,MNC,STAR,4/4/2018,
BATTLEFRONT MINIATURES MALAYSIA SDN BHD,Others,STAR,25/1/2021,
BATU KAWAN BHD,Others,STAR,9/12/2013,
BAUER (MALAYSIA) SDN BHD,,STAR,23/11/2015,
BAYAM (M) SDN BHD,Others,STAR,15/4/2021,
BCI ASIA CONSTRUCTION INFORMATION SDN BHD,MNC,STAR,25/10/2017,
BCT ARKITEK,,STAR,20/5/2015,
BDC CORPORATION SDN BHD,,STAR,29/6/2016,
BDO,MNC,STAR,19/8/2011,Financial Services
BDO KUALA LUMPUR,MNC,STAR,25/9/2019,
BDP GLOBAL SERVICES CENTRE SDN BHD,,STAR,21/11/2016,
BEACON HOSPITAL SDN BHD,SME,STAR,17/8/2020,Healthcare
BEE HUA INDUSTRIAL GASES SDN BHD,,STAR,7/12/2016,
BENNOVA MECHANICAL ENGINEERING SDN BHD,Others,STAR,6/2/2013,
BERJAYA SOMPO INSURANCE BHD,,STAR,31/10/2016,
BERSATU FREIGHT INTERNATIONAL LOGISTIC SDN BHD,,STAR,6/11/2015,
BEST COSMETICS LABORATORIES SDN BHD,SME,STAR,23/8/2017,
BESTARI VALET SDN BHD,Others,STAR,20/10/2021,Healthcare
BESTINET SDN BHD,,STAR,30/4/2015,
BESTVIEW ENTERPRISE,Others,STAR,19/4/2016,
BETTERCARE PHARMACY SDN BHD,Others,STAR,23/1/2017,Healthcare
BEWG (M) SDN BHD,MNC,STAR,10/7/2014,
BFM MEDIA SDN BHD,,STAR,15/11/2016,
"BH KOH, SOONG, ZARIN & PARTNERS",Others,STAR,8/1/2018,
BHIC DEFENCE TECHSERVICES SDN BHD,,STAR,7/12/2015,
BHP BILLITON SHARED SERVICES MALAYSIA SDN BHD,MNC,STAR,12/9/2013,
BIG BEE PHARMACY SDN BHD,Others,STAR,10/8/2018,Healthcare
BIG DREAM LAND SDN BHD,SME,STAR,27/12/2018,
BIG MATRIX SDN BHD,Others,STAR,12/10/2017,
BIG PHARMACY HEALTHCARE SDN BHD,Others,STAR,2/8/2018,Healthcare
BIIT CONSULTING SDN BHD,,STAR,13/11/2015,
BIIT CONSULTING SDN BHD,,STAR,21/12/2015,
BIMB HOLDINGS BHD,,STAR,7/8/2014,
BIMB SECURITIES SDN BHD,,STAR,12/3/2015,
BINA INTEGRATED INDUSTRIES SDN BHD,SME,STAR,29/9/2017,
BINA MASYHUR SDN BHD,,STAR,9/3/2016,
BINA PURI SDN BHD,Others,STAR,13/7/2015,
BINSABI SDN BHD,,STAR,20/10/2016,
BINTANG BAWANG PEMBORONG SDN BHD,,STAR,4/7/2014,
BIOEASY SDN BHD,Others,STAR,9/1/2012,
BIOMARKETING SERVICES (M) SDN BHD,Others,STAR,4/9/2018,Healthcare
BJ CHAN & CO CHARTERED ACCOUNTANTS,Others,STAR,22/8/2013,Financial Services
BJ PHARMACY SDN BHD,,STAR,16/1/2017,
BL CONSULTANT TEAM,,STAR,12/11/2015,
BLISS DENTAL SDN BHD,Others,STAR,7/10/2021,Healthcare
BLISS PHARMACY SDN BHD,Others,STAR,23/8/2019,Healthcare
BLOSSOM DENTAL GROUP SDN BHD,SME,STAR,20/11/2021,
BLUE OCEAN DATA SOLUTIONS SDN BHD,Others,STAR,10/8/2018,
BMS DIAGNOSTICS (M) SDN BHD,SME,STAR,12/3/2020,Healthcare
BMW MALAYSIA SDN BHD,MNC,STAR,7/8/2014,
BOEHRINGER INGELHEIM (M) SDN BHD,MNC,STAR,4/1/2018,Healthcare
BOLLORE LOGISTICS MALAYSIA SDN BHD,MNC,STAR,18/7/2019,
BOND PRICING AGENCY MALAYSIA (BPA),,STAR,26/6/2014,
BONUS WINNERS SDN BHD,Others,STAR,10/9/2018,
BOOMGROW PRODUCTIONS SDN BHD,SME,STAR,22/3/2022,
BORNEO ECO TOURS SDN BHD,,STAR,9/3/2016,
BORNEO SAMUDERA SDN BHD,GLC,STAR,24/5/2018,Agriculture
BOSS SOLUTIONS SDN BHD,SME,STAR,31/5/2017,
BOUSTEAD HOTELS & RESORT SDN BHD,,STAR,30/9/2015,
BP BUSINESS SERVICE CENTRE ASIA SDN BHD,MNC,STAR,1/3/2012,"Oil, Gas & Energy (OGE)"
BP DIAGNOSTIC CENTRE SDN BHD,,STAR,2/6/2014,
BP ENVIRONMENTAL TESTING SDN BHD,SME,STAR,5/10/2018,
BP HEALTHCARE GROUP SDN BHD,MNC,STAR,6/9/2019,
BPE ENGINEERING & SERVICES SDN BHD,Others,STAR,9/1/2019,"Oil, Gas & Energy (OGE)"
BRC PREFAB HOLDINGS SDN BHD,Others,STAR,10/10/2017,
BRICK HOUSE SDN BHD,Others,STAR,9/10/2017,
BRIGHT PROSPECT SERVICES SDN BHD,,STAR,2/3/2016,
BRILLIANT INTERGRATED NETWORK,,STAR,18/11/2016,
BRISTOL TECHNOLOGIES SDN BHD,,STAR,9/12/2014,
BROOKE DOCKYARD & ENGINEERING WORKS CORPORATION,,STAR,21/8/2014,
BT GLOBAL TECHNOLOGY (M) SDN BHD,,STAR,21/1/2015,
BTC CLOTHIER SDN BHD,MNC,STAR,4/3/2013,
BUILDCON CONCRETE SDN BHD,,STAR,7/12/2015,
BUMIMETRO CONSTRUCTION SDN BHD,,STAR,3/7/2015,
BUREAU VERITAS (M) SDN BHD,MNC,STAR,3/5/2012,"Oil, Gas & Energy (OGE)"
BURSA MALAYSIA BHD,GLC,STAR,8/1/2014,Financial Services
BUTIZA HEALTHCARE SDN BHD,SME,STAR,25/1/2022,Healthcare
BUTTERWORTH ICEWORKS SDN BHD,SME,STAR,27/8/2018,
BW YEE SENG STEEL INDUSTRIES SDN BHD,SME,STAR,18/1/2019,
"BAIN & CO MALAYSIA, INC.",MNC,STAR,8/9/2011,
BAKER TILLY MONTEIRO HENG,Others,STAR,4/4/2014,
BAN LEE LEONG SDN BHD,,STAR,4/12/2014,
BANGKOK BANK BHD,MNC,STAR,5/6/2015,Financial Services
BANK ISLAM MALAYSIA BHD,GLC,STAR,2/4/2012,
BANK NEGARA MALAYSIA,GLC,STAR,30/9/2011,
BANK OF CHINA (MALAYSIA) BHD,MNC,STAR,21/5/2020,Financial Services
BANK RAKYAT KERJASAMA MALAYSIA,Others,STAR,28/1/2014,
BARD SDN BHD,MNC,STAR,29/8/2016,Healthcare
BARU BIAN ADVOCATES,Others,STAR,11/3/2016,
BASHIR ALI ENTERPRISE,,STAR,4/3/2016,
BASIS BAY,,STAR,13/2/2017,
BASISBAY SDN BHD,,STAR,13/2/2017,
BAYER CO (MALAYSIA) SDN BHD,,STAR,17/10/2014,
BAYU SUTERA,Others,STAR,17/3/2022,
BEACON CONSULTING SDN BHD,Others,STAR,18/5/2016,
BECTON DICKINSON GLOBAL SERVICES CENTRE SDN BHD,MNC,STAR,25/6/2018,
BEEDUCATION ADVENTURES SDN BHD,SME,STAR,4/7/2017,
BEFORE CSRF,GLC,STAR,25/7/2019,
BEHN MEYER AGRICARE (M) SDN BHD,MNC,STAR,1/11/2017,Agriculture
BELL COMM TECHNOLOGIES SDN BHD,Others,STAR,25/10/2017,
BERKAT OSH SERVICES SDN BHDD,Others,STAR,5/11/2015,
BEST TILE WORKS SDN BHD,Others,STAR,14/9/2021,
BESTWORLD ENGINEERING,Others,STAR,29/11/2017,
BETTER HOMES INTERIOR DESIGN,Others,STAR,20/11/2017,
BEYOND INSIGHTS SDN BHD,SME,STAR,22/6/2018,
BIDOR CS TYRE SDN BHD,SME,STAR,13/7/2020,
BIGPAY MALAYSIA SDN BHD,SME,STAR,4/4/2022,Financial Services
BIJI BIJI DESIGN SDN BHD,Others,STAR,20/1/2016,
BINAAN DEWARAJAN,Others,STAR,22/11/2017,
BINASTRA CONSTRUCTION (M) SDN BHD,Others,STAR,9/11/2018,
BINTANG CAPITAL PARTNERS BHD,GLC,STAR,9/11/2019,Financial Services
BINTARA SOLUTIONS SDN BHD,SME,STAR,19/4/2020,
BIO-FOCUS SAINTIFIK SDN BHD,MNC,STAR,22/8/2011,Healthcare
BIO-LIFE MARKETING SDN BHD,,STAR,17/6/2014,
BIOCON SDN BHD,MNC,STAR,16/8/2013,Healthcare
BIOFACT LIFE SDN BHD,SME,STAR,8/5/2017,Healthcare
BIOMAX SCIENTIFIC SDN BHD,Others,STAR,6/5/2019,Agriculture
BIOVALENCE SDN BHD,Others,STAR,30/9/2011,
BLANC ASIA HOLDINGS SDN BHD,MNC,STAR,14/10/2016,
BLANC DESIGNS SDN BHD,Others,STAR,17/10/2017,
BLUBEAR HOLDINGS SDN BHD,SME,STAR,27/4/2018,
BLUE OCEAN STRATEGY,Others,STAR,4/5/2016,
BLUE PALM BIOFUEL SDN BHD,,STAR,29/11/2016,
BLUE SNOW CONSULTING & ENGINEERING SDN BHD,,STAR,24/10/2014,
BLUE SNOW CONSULTING & ENGINEERING SDN BHD,MNC,STAR,24/4/2015,
BOFI (MALAYSIA) SDN BHD,,STAR,8/5/2014,
BOMBARDIER (MALAYSIA) SDN BHD,,STAR,13/11/2014,
BOO & ASSOCIATES CHARTERED ACCOUNTANTS,Others,STAR,1/11/2017,
BOON SIEW HONDA SDN BHD,Others,STAR,3/11/2011,
BOOSTER SERVICES ASIA (M) SDN BHD,Others,STAR,25/6/2015,
BOSTON CONCEPT STORE,Others,STAR,1/6/2016,
BOULEVARD ENTERPRISE (KUCHING ) SDN BHD,Others,STAR,29/8/2018,
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,GLC,STAR,25/3/2016,
BOUSTEAD HOLDINGS BHD,GLC,STAR,19/8/2011,
BRAIN BYTES SDN BHD,,STAR,13/9/2016,
BRANDT INTERNATIONAL,SME,STAR,27/4/2021,
BRANDT INTERNATIONAL SDN BHD,,STAR,27/8/2014,
BREWSEC SDN BHD,SME,STAR,15/1/2019,
BRITAY,Others,STAR,4/10/2017,
BRIGHT VISION CONSULTING SDN BHD,MNC,STAR,17/11/2017,
BRILLIANTE INSIGHTS SDN BHD,SME,STAR,21/10/2017,
BRITISH AMERICAN TOBACCO,MNC,STAR,7/9/2011,
BRITISH AMERICAN TOBACCO (BAT) ASPAC SERVICE CENTRE,MNC,STAR,20/5/2013,Financial Services
BRITISH AMERICAN TOBACCO GSD (KUALA LUMPUR) SDN BHD,MNC,STAR,7/5/2019,
BROMMA (MALAYSIA) SDN BHD,Others,STAR,2/11/2017,
BUILTECH ENGINEERING SDN BHD,,STAR,3/3/2017,
BUMI ARMADA,MNC,STAR,11/10/2017,"Oil, Gas & Energy (OGE)"
BUMI MEDIK ARTIFICAL LIMB CENTRE SDN BHD,,STAR,18/4/2014,
BUMIMETRO CONSTRUCTION SDN BHD,SME,STAR,26/6/2017,
BUSINESS ASSOCIATES CONSULTING SDN BHD,,STAR,17/10/2014,
BUSY WEEKLY GROUP,,STAR,10/10/2014,
BUTTERFLY HOUSE (PG) SDN BHD,SME,STAR,24/8/2017,Tourism
C H WILLIAMS TALHAR & WONG SDN BHD,Others,STAR,3/10/2011,
C.H.E. METAL WORKS SDN BHD,,STAR,23/9/2016,
C.Y. FOO ARCHITECT,,STAR,6/11/2015,
CAD-IT CONSULTANTS (M) SDN BHD,MNC,STAR,14/9/2012,
CAHAYA INDAH PHARMA SDN BHD,SME,STAR,1/10/2020,Healthcare
CAIDMARK SDN BHD,Others,STAR,25/5/2018,
CALIPH HEALTHCARE SDN BHD,SME,STAR,17/10/2017,Healthcare
CAMPBELL CHEONG CHAN (MALAYSIA) SDN BHD,,STAR,24/6/2016,
CAREER WISE CONSULTING SDN BHDCAREE,,STAR,3/12/2015,
CAREGLOVE GLOBAL SDN BHD,,STAR,10/11/2016,
CARIMIN PETROLEUM BHD,Others,STAR,28/9/2017,"Oil, Gas & Energy (OGE)"
CARING PHARMACY RETAIL MANAGEMENT SDN BHD,Others,STAR,8/11/2016,Healthcare
CARJEN FOOD SDN BHD,,STAR,27/1/2016,
CARL CORRYNTON MEDICAL CENTRE SDN BHD,Others,STAR,27/11/2015,Healthcare
CAVE MANAGEMENT GROUP SDN BHD,,STAR,20/5/2015,
CBRE ASIA PACIFIC BUSINESS SERVICES SDN BHD,MNC,STAR,24/9/2018,
CCM CHEMICALS SDN BHD,,STAR,25/10/2016,
CCS CORPORATION SDN BHD,Others,STAR,18/8/2018,
CCS SUPPORT SDN BHD,MNC,STAR,15/10/2020,Financial Services
CCT BIOTECH SDN BHD,SME,STAR,17/10/2018,Healthcare
CDS ENGINEERING SDN BHD,SME,STAR,21/4/2021,
CEICDATA.COM (MALAYSIA) SDN BHD,,STAR,16/12/2015,
CELESTICA (AMS) SDN BHD,,STAR,16/12/2015,
CELESTICA ELECTRONICS (M) SDN BHD,,STAR,12/1/2016,
CEMPAKA DAMANSARA SDN BHD,Others,STAR,3/7/2019,
CENTRAL PHARMACY SDN BHD,Others,STAR,8/10/2018,Healthcare
CENTRE FOR CONTENT CREATION SDN BHD,,STAR,2/3/2016,
CENTURY ADVANCE TECHNOLOGY SDN BHD,,STAR,25/11/2015,
CERAGEM MALAYSIA SDN BHD,MNC,STAR,3/4/2014,Healthcare
CERAGEM MALAYSIA SDN BHD,,STAR,29/1/2015,
CERDIK PUBLICATIONS SDN BHD,,STAR,16/11/2016,
CERGAS & AKTIF SDN BHD,,STAR,19/2/2016,
CESTI TECHNOLOGIES SDN BHD,,STAR,14/11/2016,
CETCO ENERGY SERVICES (M) SDN BHD,Others,STAR,28/7/2016,"Oil, Gas & Energy (OGE)"
CGG SERVICES (MALAYSIA) SDN BHD,MNC,STAR,11/1/2016,"Oil, Gas & Energy (OGE)"
CH YAP & CO.,,STAR,10/4/2014,
CHAMBERS OF JASON CHEW,Others,STAR,1/11/2021,
CHAN MAY MAY OPTOMETRIST SDN BHD,,STAR,22/7/2016,
CHAN SOON TRANSPORT & TRADING SDN BHD,SME,STAR,24/5/2018,
CHARTERWAY INTEGRATED SDN BHD,SME,STAR,17/6/2018,
CHAW & CO,,STAR,12/9/2014,
CHEANG & ARIFF,Others,STAR,8/8/2016,
CHEM CITY PHARMACY SDN BHD,Others,STAR,19/5/2016,Healthcare
CHEMI-CON (MALAYSIA) SDN BHD,MNC,STAR,4/5/2018,E&E
CHEMICAL LABORATORY (MALAYSIA) SDN BHD,,STAR,16/12/2014,
CHEMOPHARM SDN BHD,SME,STAR,9/11/2018,Healthcare
CHEMSAIN KONSULTANT SDN BHD,Others,STAR,21/10/2014,
CHENG & CO,Others,STAR,16/2/2012,Financial Services
CHENG HUA ENGINEERING WORKS SDN BHD,,STAR,10/7/2014,
CHEWAN ARCHITECTURE SDN BHD,,STAR,12/11/2015,
CHI-LLTC CHARTERED ACCOUNTANTS,,STAR,16/12/2016,
CHIYODA MALAYSIA SDN BHD,,STAR,23/12/2014,
CHUA & PARTNERS,Others,STAR,3/2/2020,
CHUBB INSURANCE MALAYSIA BHD,,STAR,9/8/2016,
CHUNG RONG SPRING (M) SDN BHD,,STAR,6/12/2016,
CIBA VISION JOHOR SDN BHD,,STAR,28/7/2016,
CIMB GROUP,GLC,STAR,28/9/2011,Financial Services
CITECH ENERGY RECOVERY SYSTEM MALAYSIA SDN BHD,,STAR,21/7/2016,
CITY HEALTHCARE PHARMACY (FARLIM) SDN BHD,,STAR,15/12/2016,
CITY VALUERS & CONSULTANTS SDN BHD,SME,STAR,5/4/2018,
CITYSCAPE ARCHITECT,,STAR,26/6/2014,
CJ BIO MALAYSIA SDN BHD,MNC,STAR,24/6/2013,
CJ KOREA EXPRESS MALAYSIA SDN BHD,MNC,STAR,13/10/2016,
CK HONG MANAGEMNET SERVICES,SME,STAR,7/8/2017,
CKT MARKETING SDN BHD,Others,STAR,4/12/2017,
CL&O ARCHITECTS SDN BHD,,STAR,3/7/2015,
CLARIANT OIL SERVICES (M) SDN BHD,,STAR,29/1/2015,
CLARION (MALAYSIA) SDN BHD,MNC,STAR,15/8/2019,E&E
CLOUD MILE SDN BHD,MNC,STAR,27/7/2021,
CLOUDGROOVE SDN BHD,SME,STAR,2/10/2018,
CLOUSTON DESIGN (M) SDN BHD,,STAR,11/9/2014,
CLS RISK CONSULT SDN BHD,SME,STAR,29/11/2017,
CMA CGM MALAYSIA SDN BHD,MNC,STAR,21/6/2017,
CME EDARAN SDN BHD,Others,STAR,28/8/2017,
CMNM MINING GROUP SDN BHD,Others,STAR,29/10/2018,
CMS CONSORTIUM SDN BHD,,STAR,12/1/2015,
CNL CONSULTANTS (NORTHERN) SDN BHD,Others,STAR,25/9/2017,
COBURG CONSULTING SDN BHD,Others,STAR,16/8/2015,E&E
COCA-COLA BOTTLERS (MALAYSIA) SDN BHD,,STAR,22/6/2016,
COLUMBIA ASIA SDN BHD,MNC,STAR,11/7/2014,Healthcare
COMFORI SDN BHD,Others,STAR,16/12/2013,
COMFORT RUBBER GLOVES INDUSTRIES SDN BHD,,STAR,21/10/2016,
COMPASIA SDN BHD,MNC,STAR,18/9/2017,
COMPLETE HUMAN NETWORK SDN BHD,SME,STAR,24/6/2019,
CONFIGURA PACIFIC SDN BHD,SME,STAR,31/3/2022,
CONNOISSEUR LAND SDN BHD,,STAR,20/6/2016,
CONSULNET TAX SERVICES SDN BHD,Others,STAR,4/8/2016,
CONTINENTAL TYRE PJ MALAYSIA SDN BHD,MNC,STAR,16/10/2012,
CONTIPAK NORON SDN BHD,Others,STAR,16/2/2022,
CONVEMED HEALTHCARE SDN BHD,SME,STAR,5/4/2022,Healthcare
COOLDEC INDUSTRIES SDN BHD,,STAR,10/7/2014,
CORETECH GMC SDN BHD,MNC,STAR,16/5/2019,"Oil, Gas & Energy (OGE)"
COS QUANTITY SURVEYORS SDN BHD,,STAR,29/6/2016,
COSMO SPRINT INDUSTRIES SDN BHD,SME,STAR,19/3/2018,
CREATIVE CENTURY MANAGEMENT SDN BHD,,STAR,3/12/2015,
CREATIVES MACHINERY SDN BHD,,STAR,24/2/2015,
CREDENTIAL DAXONET SOLUTIONS SDN BHD,SME,STAR,20/2/2020,
CREST CENTER,,STAR,6/6/2013,E&E
CROWE HORWATH GOVERNANCE SDN BHD,,STAR,21/8/2014,
CROWN BEVERAGE CANS MALAYSIA SDN BHD,,STAR,24/6/2016,
CRYSTAL CLEAR TECHNOLOGY SDN BHD,Others,STAR,14/4/2014,E&E
CSA CHEMICALS SDN BHD,,STAR,10/7/2014,
CSA TERMINALS SDN BHDÂ,,STAR,17/10/2016,
CSC STEEL SDN BHD,,STAR,25/4/2016,
CSL CONSTRUCTION SDN BHD,MNC,STAR,2/8/2018,
CSM ARCHITECTS SDN BHD,,STAR,20/5/2016,
CSQ ANALYTICS SDN BHD,SME,STAR,19/7/2019,
CTRL C ENTERPRISE,SME,STAR,29/6/2019,E&E
CTRM AERO COMPOSITES SDN BHD,,STAR,11/11/2016,
CUBIC LIFE SCIENCES SDN BHD,,STAR,28/11/2016,
CXL EXECUTIVE SDN BHD,SME,STAR,9/6/2020,
CYBERVIEW SDN BHD,,STAR,11/4/2016,
CYTONEX SDN BHD,Others,STAR,19/2/2018,Healthcare
CABLE LINE ELECTRICAL & ENGINEERING SDN BHD,,STAR,28/3/2017,
CADBURY CONFECTIONERY MALAYSIA SDN BHD,Others,STAR,2/11/2017,
CAGAMAS BHD,Others,STAR,28/9/2011,
CAMIRE SDN BHD,Others,STAR,26/1/2021,
CAMP5 SDN BHD,MNC,STAR,23/8/2016,
CAMPBELL SOUP SOUTHEAST ASIA SDN BHD,MNC,STAR,1/8/2016,
CANLAW ASIA SDN BHD,SME,STAR,9/1/2018,
CANCER RESEARCH INITIATIVES FOUNDATION,Others,STAR,28/9/2011,
CANCER RESEARCH MALAYSIA,Others,STAR,29/12/2021,Healthcare
CANON OPTO (MALAYSIA) SDN BHD,MNC,STAR,1/8/2016,E&E
CAPBAY (BAY GROUP HOLDINGS SDN BHD),SME,STAR,19/1/2021,Financial Services
CAPLIBRE GROUP SDN BHD,SME,STAR,5/4/2019,
CAPITAL DYNAMICS SDN BHD,MNC,STAR,29/9/2011,Financial Services
CARDAS RESEARCH & CONSULTING SDN BHD,Others,STAR,16/5/2016,
CAREPLUS (M) SDN BHD,,STAR,12/3/2015,
CARLSBERG BREWERY MALAYSIA BHD,MNC,STAR,18/9/2013,
CARLTON HOLIDAY (SHAH ALAM) SDN BHD,Others,STAR,4/3/2016,Tourism
CARSEM (M) SDN BHD,MNC,STAR,23/7/2017,
CATLIN LABUAN LTD,,STAR,26/11/2014,
CAVALIER CAPITAL HOLDINGS SDN BHD,MNC,STAR,25/7/2014,"Oil, Gas & Energy (OGE)"
CEDAR TECHNOLOGIES SDN BHD,SME,STAR,30/3/2021,
CEKAP TECHNICAL SERVICES SDN BHD,Others,STAR,16/2/2012,
CELCOM AXIATA BHD,GLC,STAR,30/9/2011,
CELEROPES (CAMMILLION.COM),Others,STAR,23/2/2017,Financial Services
CELESTICA GBS MALAYSIA SDN BHD,MNC,STAR,23/6/2021,E&E
CELESTICA MALAYSIA SDN BHD,,STAR,23/10/2014,
CELLSAFE INTERNATIONAL SDN BHD,MNC,STAR,8/10/2012,Healthcare
CEMERLANG SEJATI SDN BHD,,STAR,3/3/2017,
CENOZAI SDN BHD,SME,STAR,18/12/2018,"Oil, Gas & Energy (OGE)"
CH2M HILL MALAYSIA SDN BHD,,STAR,7/4/2014,
CHARTERED INSTITUTE OF MANAGEMENT ACCOUNTANTS,MNC,STAR,17/1/2012,
CHEETAH MARKETING TECHNOLOGY MALAYSIA SDN BHD,MNC,STAR,26/4/2021,
CHEMICAL CO OF MALAYSIA,GLC,STAR,2/4/2012,
CHEMIEDIS SDN BHD,SME,STAR,22/8/2017,
CHEMSIL AIR & WATER SDN BHD,Others,STAR,19/8/2014,
CHERAS MEDICAL CENTRE SDN BHD,,STAR,7/4/2014,
CHIN HIN GROUP BHD,Others,STAR,3/1/2017,
CHINA COMMUNICATIONS CONSTRUCTION (ECRL) SDN BHD,Others,STAR,25/10/2019,
CHIONG & PARTNERS,Others,STAR,5/4/2017,
CHIYODA INTEGRE CO (M) SDN BHD,,STAR,8/5/2014,
CHONG PHARMACY SDN BHD,SME,STAR,25/2/2021,Healthcare
CHRISA CO,Others,STAR,26/3/2015,
CHRISTOPHER & LEE ONG,Others,STAR,30/5/2018,
CHRONOS PROCESS INTEGRATION SDN BHD,SME,STAR,17/4/2019,"Oil, Gas & Energy (OGE)"
CHUMBAKA SDN BHD,SME,STAR,20/9/2017,
"CHUNG HWA HIGH SCHOOL, MUAR",Others,STAR,12/12/2014,
CIPTA TEGUH ARCHITECTS SDN BHD,,STAR,4/12/2014,
CITIBANK BHD,MNC,STAR,17/1/2012,Financial Services
CITIGROUP TRANSACTION SERVICES (M) SDN BHD,MNC,STAR,4/3/2016,Financial Services
CLARIVATE (MALAYSIA) SDN BHD,MNC,STAR,9/2/2021,
CLASSIC DECORATION SDN BHD,SME,STAR,5/4/2018,
CLEANHERO (M) SDN BHD,SME,STAR,17/9/2020,
CLEARPATH MARKETING SDN BHD,SME,STAR,10/9/2020,Healthcare
CLICKS NETWORK SDN BHD,Others,STAR,4/12/2017,
CLINICAL RESEARCH MALAYSIA,GLC,STAR,23/2/2021,Healthcare
COFRETH (M) SDN BHD,Others,STAR,24/12/2019,E&E
COGDEV MALAYSIA SDN BHD,MNC,STAR,21/11/2016,
COGNIZANT,MNC,STAR,26/9/2019,
COHU MALAYSIA SDN BHD,MNC,STAR,2/6/2014,E&E
COLGATE-PALMOLIVE (MARKETING) SDN BHD,MNC,STAR,18/8/2016,
COLIBRI INTEGRATION SDN BHD,SME,STAR,16/1/2020,
COLLECTCO SERVICES SDN BHD,Others,STAR,6/7/2016,
COLONY SPACE CBD SDN BHD,SME,STAR,14/11/2017,
COLOURS OF ASIA SDN BHD,,STAR,7/4/2014,
COMCORDE MEDICAL M SDN BHD,SME,STAR,6/6/2020,
COMMERCE DOT COM SDN BHD,,STAR,8/5/2014,
CONCORDE SOLUTIONS AND SERVICES,MNC,STAR,19/10/2016,
CONDUENT BUSINESS SERVICES MALAYSIA SDN BHD,MNC,STAR,12/6/2020,
CONDUENT BUSINESS SERVICES SDN BHD,MNC,STAR,25/8/2017,
CONFERENCE PARTNERS SDN BHD,SME,STAR,26/3/2021,Tourism
CONFLUENCE CONTOUR (MALAYSIA) SDN BHD,Others,STAR,27/10/2015,
CONSTANT PHARMACY,,STAR,25/2/2017,
CONSURV TECHNIC (M) SDN BHD,SME,STAR,2/11/2017,"Oil, Gas & Energy (OGE)"
CONTINENTAL AUTOMOTIVE COMPONENTS MALAYSIA SDN BHD,MNC,STAR,4/1/2012,
